categoria,item,status_auditoria,fonte,esperado_auditoria,itens_extraidos,questoes_geradas,status_final,observacao,arquivo_saida_md,arquivo_saida_json
REPETITIVO,Repetitivo - Civil,FALTA_GERAR_QUESTOES,/Users/letrpires/Documents/SIMULADOS/projeto - cópia/questoes_validadas_pdf/Repetitivo - Processo Civil.md,,10,0,NAO_VALIDADO,Lote 1: Contagem do lote não bate. Enviados=10 Recebidos=9 | Questões geradas (0) não batem com itens extraídos (10).,/Users/letrpires/Documents/SIMULADOS/projeto - cópia/questoes_geradas_api_revisar/repetitivo_repetitivo_civil.md,/Users/letrpires/Documents/SIMULADOS/projeto - cópia/questoes_geradas_api_revisar/repetitivo_repetitivo_civil.json
