arquivo,item,temas_encontrados,temas_api,temas_manuais,temas_excluidos,total_mantido,gerado_api,gerado_manual,status,observacao
questoes_validadas_pdf/Repetitivo - Processo Civil.md,Repetitivo - Processo Civil,310,267,0,43,267,267,0,OK_VALIDADO,
