arquivo,item,temas_encontrados,temas_api,temas_manuais,temas_excluidos,total_mantido,gerado_api,gerado_manual,status,observacao
questoes_validadas_pdf/RG - Administrativo.md,RG - Administrativo,261,227,4,30,231,227,4,OK_VALIDADO,
