arquivo,item,temas_encontrados,temas_validos,temas_pulados,gerado,status,observacao
questoes_validadas_pdf/RG - Administrativo.md,RG - Administrativo,261,230,31,0,DRY_RUN,Dry-run: nenhuma API chamada e nenhum MD de questões criado.
