arquivo,item,temas_encontrados,temas_api,temas_manuais,temas_excluidos,total_mantido,gerado_api,gerado_manual,status,observacao
questoes_validadas_pdf/Repetitivo - Civil.md,Repetitivo - Civil,143,115,1,27,116,115,1,OK_VALIDADO,
