arquivo,item,sumulas_extraidas,sumulas_puladas,geradas,status,observacao
sumulas_extraidas_md/sumula_stj_limpa.md,sumula_stj_limpa,0,637,0,SEM_SUMULAS_EXTRAIDAS,Verifique se o arquivo usa títulos como '## Súmula 123'.
