arquivo,item,sumulas_extraidas,sumulas_puladas,geradas,status,observacao
sumulas_extraidas_md/blocos_stf/sumula_stf_bloco_015_702_a_736.md,sumula_stf_bloco_015_702_a_736,35,0,35,OK_VALIDADO,
