arquivo,item,sumulas_extraidas,sumulas_puladas,geradas,status,observacao
sumulas_extraidas_md/blocos_stf/sumula_stf_bloco_006_251_a_300.md,sumula_stf_bloco_006_251_a_300,50,0,50,OK_VALIDADO,
